tension_id,lens,lens_letter,difference_type,entity_ids,shared_observable,shared_domain,difference_summary,evidence_basis,candidate_discriminator,data_available,cheap_test_possible,candidate_id,human_status,relation_confidences,source_paths,source_commit
T-0085,lineage_circularity,E,mixed_strength_cell,dataset:moroney2015/data,,,"MANIFEST validation_strength for moroney2015/data names more than one strength: 'reference (measured/transcribed; the model is already registered in better forms - moroney2016 surrogate, cameron2020 runtime)' (derived tags: mixed_strength, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-049,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0086,lineage_circularity,E,same_source_consumer,dataset:pannusch2024 (Mendeley repo),,,"pannusch2024 (Mendeley repo) (post_fit) shares a source card with the component(s) pannusch2024.closures, pannusch2024.solver that the manifest links to it; its strength is recorded as 'deferred (post-fit reconstruction when landed at 1.8a)'",MANIFEST source_card == component source prefix,an out-of-source dataset measuring the same observable,YES,YES,I-056,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0087,lineage_circularity,E,same_source_consumer,dataset:pannusch2024/experimental_kinetics,,,"pannusch2024/experimental_kinetics (post_fit) shares a source card with the component(s) pannusch2024.closures, pannusch2024.solver that the manifest links to it; its strength is recorded as 'post-fit reconstruction'",MANIFEST source_card == component source prefix,an out-of-source dataset measuring the same observable,YES,YES,I-055,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0088,lineage_circularity,E,same_source_consumer,dataset:pannusch2024/table2_params,,,"pannusch2024/table2_params (post_fit) shares a source card with the component(s) pannusch2024.closures, pannusch2024.solver that the manifest links to it; its strength is recorded as 'post-fit reconstruction'",MANIFEST source_card == component source prefix,an out-of-source dataset measuring the same observable,YES,YES,I-055,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0089,lineage_circularity,E,mixed_strength_cell,dataset:perticarini2024/ey_tds_cibao,,,"MANIFEST validation_strength for perticarini2024/ey_tds_cibao names more than one strength: 'independent (measured TDS/EY, 3 repeats per condition)' (derived tags: independent, mixed_strength, raw_measurement)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-043,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0090,lineage_circularity,E,mixed_strength_cell,dataset:romancorrochano2015/table2,,,"MANIFEST validation_strength for romancorrochano2015/table2 names more than one strength: ""reference (measured tamped K); the source's K-C equations are poor blind predictors (per-grind n fit) so this is not a K-C validation"" (derived tags: mixed_strength, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-049,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0091,lineage_circularity,E,unresolvable_source_card,dataset:romancorrochano2017/Db_table3_4,,,"romancorrochano2017/Db_table3_4 names source_card 'romancorrochano2017', which resolves to no single card — its lineage cannot be followed mechanically",MANIFEST source_card vs docs/cards/ stems,the specific card/chapter the rows were taken from,YES,YES,I-059,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0092,lineage_circularity,E,mixed_strength_cell,dataset:romancorrochano2017/deff_table4_9,,,"MANIFEST validation_strength for romancorrochano2017/deff_table4_9 names more than one strength: 'independent (measured microstructural Deff)' (derived tags: independent, mixed_strength, raw_measurement)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-043,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0093,lineage_circularity,E,unresolvable_source_card,dataset:romancorrochano2017/deff_table4_9,,,"romancorrochano2017/deff_table4_9 names source_card 'romancorrochano2017', which resolves to no single card — its lineage cannot be followed mechanically",MANIFEST source_card vs docs/cards/ stems,the specific card/chapter the rows were taken from,YES,YES,I-059,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0094,lineage_circularity,E,same_source_consumer,dataset:romancorrochano2017/fig5_11_mpe,,,"romancorrochano2017/fig5_11_mpe (digitized, post_fit) shares a source card with the component(s) romancorrochano2017.extraction that the manifest links to it; its strength is recorded as 'post-fit reconstruction (digitized MPE)'",MANIFEST source_card == component source prefix,an out-of-source dataset measuring the same observable,YES,YES,I-057,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0095,lineage_circularity,E,unresolvable_source_card,dataset:romancorrochano2017/fig5_11_mpe,,,"romancorrochano2017/fig5_11_mpe names source_card 'romancorrochano2017', which resolves to no single card — its lineage cannot be followed mechanically",MANIFEST source_card vs docs/cards/ stems,the specific card/chapter the rows were taken from,YES,YES,I-059,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0096,lineage_circularity,E,same_source_consumer,dataset:romancorrochano2017/fig5_13_mpe,,,"romancorrochano2017/fig5_13_mpe (digitized, post_fit) shares a source card with the component(s) romancorrochano2017.extraction that the manifest links to it; its strength is recorded as 'post-fit reconstruction (digitized MPE)'",MANIFEST source_card == component source prefix,an out-of-source dataset measuring the same observable,YES,YES,I-057,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0097,lineage_circularity,E,unresolvable_source_card,dataset:romancorrochano2017/fig5_13_mpe,,,"romancorrochano2017/fig5_13_mpe names source_card 'romancorrochano2017', which resolves to no single card — its lineage cannot be followed mechanically",MANIFEST source_card vs docs/cards/ stems,the specific card/chapter the rows were taken from,YES,YES,I-059,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0098,lineage_circularity,E,unresolvable_source_card,dataset:romancorrochano2017/fig7_4_espresso,,,"romancorrochano2017/fig7_4_espresso names source_card 'romancorrochano2017', which resolves to no single card — its lineage cannot be followed mechanically",MANIFEST source_card vs docs/cards/ stems,the specific card/chapter the rows were taken from,YES,YES,I-059,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0099,lineage_circularity,E,mixed_strength_cell,dataset:romancorrochano2017/hindrance_table4_8,,,"MANIFEST validation_strength for romancorrochano2017/hindrance_table4_8 names more than one strength: 'independent (measured Hm/tau/eps)' (derived tags: independent, mixed_strength, raw_measurement)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-043,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0100,lineage_circularity,E,unresolvable_source_card,dataset:romancorrochano2017/hindrance_table4_8,,,"romancorrochano2017/hindrance_table4_8 names source_card 'romancorrochano2017', which resolves to no single card — its lineage cannot be followed mechanically",MANIFEST source_card vs docs/cards/ stems,the specific card/chapter the rows were taken from,YES,YES,I-059,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0101,lineage_circularity,E,same_source_consumer,dataset:romancorrochano2017/mpe_table5_3,,,"romancorrochano2017/mpe_table5_3 (post_fit) shares a source card with the component(s) romancorrochano2017.extraction that the manifest links to it; its strength is recorded as 'post-fit reconstruction (Deff fitted, MPE)'",MANIFEST source_card == component source prefix,an out-of-source dataset measuring the same observable,YES,YES,I-057,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0102,lineage_circularity,E,unresolvable_source_card,dataset:romancorrochano2017/mpe_table5_3,,,"romancorrochano2017/mpe_table5_3 names source_card 'romancorrochano2017', which resolves to no single card — its lineage cannot be followed mechanically",MANIFEST source_card vs docs/cards/ stems,the specific card/chapter the rows were taken from,YES,YES,I-059,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0103,lineage_circularity,E,same_source_consumer,dataset:romancorrochano2017/partition_K_table4_10,,,"romancorrochano2017/partition_K_table4_10 (post_fit) shares a source card with the component(s) romancorrochano2017.extraction that the manifest links to it; its strength is recorded as 'post-fit (Arrhenius lnK=-657/T+1.4, 3 points)'",MANIFEST source_card == component source prefix,an out-of-source dataset measuring the same observable,YES,YES,I-057,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0104,lineage_circularity,E,unresolvable_source_card,dataset:romancorrochano2017/partition_K_table4_10,,,"romancorrochano2017/partition_K_table4_10 names source_card 'romancorrochano2017', which resolves to no single card — its lineage cannot be followed mechanically",MANIFEST source_card vs docs/cards/ stems,the specific card/chapter the rows were taken from,YES,YES,I-059,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0105,lineage_circularity,E,mixed_strength_cell,dataset:romancorrochano2017/tamped_kappa,,,"MANIFEST validation_strength for romancorrochano2017/tamped_kappa names more than one strength: 'independent (measured Darcy permeability, tamped beds)' (derived tags: independent, mixed_strength, raw_measurement)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-043,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0106,lineage_circularity,E,unresolvable_source_card,dataset:romancorrochano2017/tamped_kappa,,,"romancorrochano2017/tamped_kappa names source_card 'romancorrochano2017', which resolves to no single card — its lineage cannot be followed mechanically",MANIFEST source_card vs docs/cards/ stems,the specific card/chapter the rows were taken from,YES,YES,I-059,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0107,lineage_circularity,E,mixed_strength_cell,dataset:romancorrochano2017/y0_extractable,,,"MANIFEST validation_strength for romancorrochano2017/y0_extractable names more than one strength: 'independent (distinct nested ceiling quantities, K<1) + qualitative (monotone size-exclusion)' (derived tags: independent, mixed_strength, qualitative)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-041,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0108,lineage_circularity,E,unresolvable_source_card,dataset:romancorrochano2017/y0_extractable,,,"romancorrochano2017/y0_extractable names source_card 'romancorrochano2017', which resolves to no single card — its lineage cannot be followed mechanically",MANIFEST source_card vs docs/cards/ stems,the specific card/chapter the rows were taken from,YES,YES,I-059,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0109,lineage_circularity,E,mixed_strength_cell,dataset:schulman2011/basket_geometry,,,"MANIFEST validation_strength for schulman2011/basket_geometry names more than one strength: 'reference (measured geometry; NO dP measured -> resistance is a construction, not measured)' (derived tags: mixed_strength, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-049,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0110,lineage_circularity,E,mixed_strength_cell,dataset:sobolik2002/rheology,,,"MANIFEST validation_strength for sobolik2002/rheology names more than one strength: 'reference (measured/fitted extract rheology; espresso application is extrapolation - soluble-coffee extract is not espresso liquor)' (derived tags: mixed_strength, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-049,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0111,lineage_circularity,E,mixed_strength_cell,dataset:vacaguerra2023a/psd,,,"MANIFEST validation_strength for vacaguerra2023a/psd names more than one strength: 'reference (measured PSD descriptors; single material)' (derived tags: mixed_strength, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-049,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0112,lineage_circularity,E,mixed_strength_cell,dataset:visualizer/hydraulic_timeseries,,,"MANIFEST validation_strength for visualizer/hydraulic_timeseries names more than one strength: 'measured (machine-logged) BUT uncontrolled/self-selected; reference-strength population data, NOT a controlled dataset' (derived tags: mixed_strength, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-049,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0113,lineage_circularity,E,same_source_consumer,dataset:waszkiewicz2025/brewer_quadratic,,,"waszkiewicz2025/brewer_quadratic (independent, same_campaign) shares a source card with the component(s) waszkiewicz2025.poroelastic that the manifest links to it; its strength is recorded as 'independent within-rig'",MANIFEST source_card == component source prefix,an out-of-source dataset measuring the same observable,YES,YES,I-058,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0114,lineage_circularity,E,mixed_strength_cell,dataset:waszkiewicz2025/equilibrium_windows,,,"MANIFEST validation_strength for waszkiewicz2025/equilibrium_windows names more than one strength: 'reference (measured per-shot long-run statistics)' (derived tags: mixed_strength, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-049,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0115,lineage_circularity,E,same_source_consumer,dataset:waszkiewicz2025/static_calibration,,,"waszkiewicz2025/static_calibration (independent, same_campaign) shares a source card with the component(s) waszkiewicz2025.poroelastic that the manifest links to it; its strength is recorded as 'independent within-rig'",MANIFEST source_card == component source prefix,an out-of-source dataset measuring the same observable,YES,YES,I-058,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0116,lineage_circularity,E,same_source_consumer,dataset:waszkiewicz2025/tds_fractions,,,"waszkiewicz2025/tds_fractions (independent, same_campaign) shares a source card with the component(s) waszkiewicz2025.poroelastic that the manifest links to it; its strength is recorded as 'independent within-rig'",MANIFEST source_card == component source prefix,an out-of-source dataset measuring the same observable,YES,YES,I-058,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0117,lineage_circularity,E,same_source_consumer,dataset:waszkiewicz2025/tds_solids_calibration,,,waszkiewicz2025/tds_solids_calibration (post_fit) shares a source card with the component(s) waszkiewicz2025.poroelastic that the manifest links to it; its strength is recorded as 'post-fit reconstruction',MANIFEST source_card == component source prefix,an out-of-source dataset measuring the same observable,YES,YES,I-058,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0118,lineage_circularity,E,mixed_strength_cell,dataset:waszkiewicz2025/traces_per_brew,,,"MANIFEST validation_strength for waszkiewicz2025/traces_per_brew names more than one strength: ""reference (measured per-shot traces; the reduction reproduces the published per-pressure means to 5e-7, within the published file's own 1e-6 write precision)"" (derived tags: mixed_strength, raw_measurement, reference_only, verification)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-050,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0119,lineage_circularity,E,mixed_strength_cell,dataset:waszkiewicz2025/traces_time_dependent,,,"MANIFEST validation_strength for waszkiewicz2025/traces_time_dependent names more than one strength: 'independent within-rig (equilibrium) / post-fit (9-bar Q(t) reproduction)' (derived tags: independent, mixed_strength, post_fit, same_campaign)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-040,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0120,lineage_circularity,E,same_source_consumer,dataset:waszkiewicz2025/traces_time_dependent,,,"waszkiewicz2025/traces_time_dependent (independent, mixed_strength, post_fit, same_campaign) shares a source card with the component(s) waszkiewicz2025.poroelastic that the manifest links to it; its strength is recorded as 'independent within-rig (equilibrium) / post-fit (9-bar Q(t) reproduction)'",MANIFEST source_card == component source prefix,an out-of-source dataset measuring the same observable,YES,YES,I-058,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0172,missing_experiment,L,predicted_but_unmeasured,model:foster2025.infiltration | model:foster2025.machine_mode,wetting_front,,"2 registered models name wetting_front among their interface outputs and NO manifest dataset measures it: foster2025.infiltration, foster2025.machine_mode",model/observable matrix vs manifest MEASURES edges,a measurement campaign for wetting_front,NO,NO,I-091,UNREVIEWED,deterministically_inferred,puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0121,model_disagreement,A,comparable_not_yet_executed,model:brewer2026.coupled_kappa_t | model:fasano2000_partI.fines_migration,"flow, permeability",bed_dynamics,"brewer2026.coupled_kappa_t and fasano2000_partI.fines_migration both operate on stage bed_dynamics and both name flow, permeability among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): brewer2026.coupled_kappa_t=exploratory_synthesis, fasano2000_partI.fines_migration=qualitative_capacity","flow, permeability",UNKNOWN,YES,I-060,UNREVIEWED,deterministically_inferred,docs/cards/brewer2026_coupled_kappa_t.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0122,model_disagreement,A,comparable_not_yet_executed,model:brewer2026.coupled_kappa_t | model:waszkiewicz2025.poroelastic,"flow, permeability",bed_dynamics,"brewer2026.coupled_kappa_t and waszkiewicz2025.poroelastic both operate on stage bed_dynamics and both name flow, permeability among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): brewer2026.coupled_kappa_t=exploratory_synthesis, waszkiewicz2025.poroelastic=post_fit_reconstruction","flow, permeability",UNKNOWN,YES,I-060,UNREVIEWED,deterministically_inferred,docs/cards/brewer2026_coupled_kappa_t.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0123,model_disagreement,A,comparable_not_yet_executed,model:fasano2000_partI.fines_migration | model:waszkiewicz2025.poroelastic,"flow, permeability",bed_dynamics,"fasano2000_partI.fines_migration and waszkiewicz2025.poroelastic both operate on stage bed_dynamics and both name flow, permeability among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): fasano2000_partI.fines_migration=qualitative_capacity, waszkiewicz2025.poroelastic=post_fit_reconstruction","flow, permeability",UNKNOWN,YES,I-060,UNREVIEWED,deterministically_inferred,docs/cards/fasano2000_partI.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0124,model_disagreement,A,declared_competitor,model:grudeva2025.reduced | model:brewer2026.streamtube,,extraction / bed_dynamics,grudeva2025.reduced's card names brewer2026.streamtube as a competitor/conflict: - **brewer2026.streamtube (competing explanation of blonding):** 1D saturation-front dynamics vs lognormal channel heterogeneity;,"grudeva2025.reduced (post_fit_reconstruction) vs brewer2026.streamtube (within_campaign_held_out) — registry evidence strengths, verbatim","an observable both predict, run under one matched scenario",UNKNOWN,UNKNOWN,I-065,UNREVIEWED,explicit,docs/cards/grudeva2025.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0125,model_disagreement,A,declared_competitor,model:grudeva2025.reduced | model:cameron2020.extraction_bdf,,extraction / extraction,grudeva2025.reduced's card names cameron2020.extraction_bdf as a competitor/conflict: - **cameron2020.extraction_bdf (competes on extraction):** same lineage and mass-transfer law;,"grudeva2025.reduced (post_fit_reconstruction) vs cameron2020.extraction_bdf (code_verification) — registry evidence strengths, verbatim","an observable both predict, run under one matched scenario",UNKNOWN,UNKNOWN,I-066,UNREVIEWED,explicit,docs/cards/grudeva2025.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0126,model_disagreement,A,comparable_not_yet_executed,model:grudeva2025.reduced | model:maille2024.two_regime,"extraction_yield, tds",extraction,"grudeva2025.reduced and maille2024.two_regime both operate on stage extraction and both name extraction_yield, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): grudeva2025.reduced=post_fit_reconstruction, maille2024.two_regime=source_curve_reproduction","extraction_yield, tds",UNKNOWN,YES,I-063,UNREVIEWED,deterministically_inferred,docs/cards/grudeva2025.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0127,model_disagreement,A,comparable_not_yet_executed,model:grudeva2025.reduced | model:mo2023_2.coupled_bed,"extraction_yield, tds",extraction,"grudeva2025.reduced and mo2023_2.coupled_bed both operate on stage extraction and both name extraction_yield, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): grudeva2025.reduced=post_fit_reconstruction, mo2023_2.coupled_bed=post_fit_reconstruction","extraction_yield, tds",UNKNOWN,YES,I-063,UNREVIEWED,deterministically_inferred,docs/cards/grudeva2025.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0128,model_disagreement,A,comparable_not_yet_executed,model:grudeva2025.reduced | model:moroney2016.surrogate,"extraction_yield, tds",extraction,"grudeva2025.reduced and moroney2016.surrogate both operate on stage extraction and both name extraction_yield, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): grudeva2025.reduced=post_fit_reconstruction, moroney2016.surrogate=qualitative_capacity","extraction_yield, tds",UNKNOWN,YES,I-063,UNREVIEWED,deterministically_inferred,docs/cards/grudeva2025.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0129,model_disagreement,A,comparable_not_yet_executed,model:grudeva2025.reduced | model:pannusch2024.closures,"extraction_yield, tds",extraction,"grudeva2025.reduced and pannusch2024.closures both operate on stage extraction and both name extraction_yield, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): grudeva2025.reduced=post_fit_reconstruction, pannusch2024.closures=code_verification","extraction_yield, tds",UNKNOWN,YES,I-063,UNREVIEWED,deterministically_inferred,docs/cards/grudeva2025.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0130,model_disagreement,A,comparable_not_yet_executed,model:grudeva2025.reduced | model:pannusch2024.solver,"extraction_yield, tds",extraction,"grudeva2025.reduced and pannusch2024.solver both operate on stage extraction and both name extraction_yield, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): grudeva2025.reduced=post_fit_reconstruction, pannusch2024.solver=post_fit_reconstruction","extraction_yield, tds",UNKNOWN,YES,I-063,UNREVIEWED,deterministically_inferred,docs/cards/grudeva2025.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0131,model_disagreement,A,comparable_not_yet_executed,model:grudeva2025.reduced | model:romancorrochano2017.extraction,"extraction_yield, tds",extraction,"grudeva2025.reduced and romancorrochano2017.extraction both operate on stage extraction and both name extraction_yield, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): grudeva2025.reduced=post_fit_reconstruction, romancorrochano2017.extraction=sign_or_compatibility","extraction_yield, tds",UNKNOWN,YES,I-063,UNREVIEWED,deterministically_inferred,docs/cards/grudeva2025.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0132,model_disagreement,A,declared_competitor,model:lee2023.feedback | model:brewer2026.streamtube,,flow / bed_dynamics,lee2023.feedback's card names brewer2026.streamtube as a competitor/conflict: - **brewer2026.streamtube (competes/complements):** streamtube posits *static* lognormal permeability heterogeneity;,"lee2023.feedback (qualitative_capacity) vs brewer2026.streamtube (within_campaign_held_out) — registry evidence strengths, verbatim","an observable both predict, run under one matched scenario",UNKNOWN,UNKNOWN,I-067,UNREVIEWED,explicit,docs/cards/lee2023.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0133,model_disagreement,A,declared_competitor,model:lee2023.feedback | model:cameron2020.extraction_bdf,,flow / extraction,lee2023.feedback's card names cameron2020.extraction_bdf as a competitor/conflict: - **cameron2020.extraction_bdf (complements/competes):** uses Cameron's data;,"lee2023.feedback (qualitative_capacity) vs cameron2020.extraction_bdf (code_verification) — registry evidence strengths, verbatim","an observable both predict, run under one matched scenario",UNKNOWN,UNKNOWN,I-068,UNREVIEWED,explicit,docs/cards/lee2023.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0134,model_disagreement,A,declared_competitor,model:lee2023.feedback | model:foster2025.infiltration,,flow / infiltration,"lee2023.feedback's card names foster2025.infiltration as a competitor/conflict: - **foster2025.infiltration (competing hypothesis):** this is now the *third* mechanism on the table for the fine-grind EY dip — (a) channeling/static heterogeneity (streamtube), (b) incomplete wettin","lee2023.feedback (qualitative_capacity) vs foster2025.infiltration (sign_or_compatibility) — registry evidence strengths, verbatim","an observable both predict, run under one matched scenario",UNKNOWN,UNKNOWN,I-069,UNREVIEWED,explicit,docs/cards/lee2023.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0135,model_disagreement,A,comparable_not_yet_executed,model:lee2023.feedback | model:wadsworth2026.inertial,permeability,flow,lee2023.feedback and wadsworth2026.inertial both operate on stage flow and both name permeability among their interface outputs. Whether they agree is NOT established here.,"evidence strengths (verbatim): lee2023.feedback=qualitative_capacity, wadsworth2026.inertial=source_curve_reproduction",permeability,UNKNOWN,YES,I-064,UNREVIEWED,deterministically_inferred,docs/cards/lee2023.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0136,model_disagreement,A,comparable_not_yet_executed,model:maille2024.two_regime | model:mo2023_2.coupled_bed,"extraction_yield, tds",extraction,"maille2024.two_regime and mo2023_2.coupled_bed both operate on stage extraction and both name extraction_yield, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): maille2024.two_regime=source_curve_reproduction, mo2023_2.coupled_bed=post_fit_reconstruction","extraction_yield, tds",UNKNOWN,YES,I-063,UNREVIEWED,deterministically_inferred,docs/cards/maille2024.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0137,model_disagreement,A,comparable_not_yet_executed,model:maille2024.two_regime | model:moroney2016.surrogate,"extraction_yield, tds",extraction,"maille2024.two_regime and moroney2016.surrogate both operate on stage extraction and both name extraction_yield, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): maille2024.two_regime=source_curve_reproduction, moroney2016.surrogate=qualitative_capacity","extraction_yield, tds",UNKNOWN,YES,I-063,UNREVIEWED,deterministically_inferred,docs/cards/maille2024.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0138,model_disagreement,A,comparable_not_yet_executed,model:maille2024.two_regime | model:pannusch2024.closures,"extraction_yield, species_concentration, tds",extraction,"maille2024.two_regime and pannusch2024.closures both operate on stage extraction and both name extraction_yield, species_concentration, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): maille2024.two_regime=source_curve_reproduction, pannusch2024.closures=code_verification","extraction_yield, species_concentration, tds",UNKNOWN,YES,I-062,UNREVIEWED,deterministically_inferred,docs/cards/maille2024.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0139,model_disagreement,A,comparable_not_yet_executed,model:maille2024.two_regime | model:pannusch2024.solver,"extraction_yield, species_concentration, tds",extraction,"maille2024.two_regime and pannusch2024.solver both operate on stage extraction and both name extraction_yield, species_concentration, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): maille2024.two_regime=source_curve_reproduction, pannusch2024.solver=post_fit_reconstruction","extraction_yield, species_concentration, tds",UNKNOWN,YES,I-062,UNREVIEWED,deterministically_inferred,docs/cards/maille2024.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
